skill_line	line_name	class	class_id	family	family_id	pet_talent_type	exotic	name	spell_id	castable	cooldown	description_source	description
2216	Pet - Abomination	6	6	Abomination	155		false	Protective Bile	212385	true	45	db2-template+redirect	Produce excess bile, becoming coated in it, reducing all damage taken by $212385s1% for $212385d.$?s63560[\n\n|CFFE55BB0Dark Transformation: Bloat with gastric gases, reducing all damage taken by $212383s1% for $212383d.|R][]
2216	Pet - Abomination	6	6	Abomination	155		false	Avoidance	62137	false	0	db2-template	Reduces the damage your summoned ghoul takes from creature area of effect attacks  by an additional $s1%.\nReduces the range at which enemies detect your pet.
2279	Pet - Oxen	3	3	Oxen	157	Tenacity	false	Smack	49966	true	3	db2-template	Smack the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
2279	Pet - Oxen	3	3	Oxen	157	Tenacity	false	Niuzao's Fortitude	264023	false	0	db2-template	When falling below $s2% health, the Ox will shrug off attacks, granting $160058s1% reduced incoming damage for $160058d.\n\nThis effect can only occur once every $s3 sec.
2280	Pet - Scalehide	3	3	Scalehide	156	Ferocity	false	Smack	49966	true	3	db2-template	Smack the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
2280	Pet - Scalehide	3	3	Scalehide	156	Ferocity	false	Scale Shield	263865	true	60	db2-template	The Scalehide hardens its skin, reducing damage taken by $s1% for $d.
2361	Pet - Feathermane	3	3	Feathermane	160	Tenacity	false	Updraft	160007	true	0	db2-template	Your pet beats its powerful wings, slowing the fall speed of both itself and the hunter for $d.
2361	Pet - Feathermane	3	3	Feathermane	160	Tenacity	false	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
2361	Pet - Feathermane	3	3	Feathermane	160	Tenacity	false	Feather Flurry	263916	true	90	db2-template	The Feathermane flaps wildly, flinging feathers into the air that distract its enemies, increasing dodge chance by $s1% for $d.
2703	Pet - Lizard	3	3	Lizard	288	Tenacity	false	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
2703	Pet - Lizard	3	3	Lizard	288	Tenacity	false	Grievous Bite	279362	true	6	db2-template	The Lizard bites with toxic venom, causing Mortal Wounds.\n\n|Tinterface\\icons\\ability_criticalstrike.blp:24|t |cFFFFFFFFMortal Wounds|r\nGrievously wounds the target, reducing the effectiveness of any healing received for $115804d.
2705	Pet - Exotic Pterrordax	3	3	Pterrordax	290	Cunning	true	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
2705	Pet - Exotic Pterrordax	3	3	Pterrordax	290	Cunning	true	Ancient Hide	279399	false	0	db2-template	When falling below $s2% health, the Pterrordax will shrug off attacks, granting $160058s1% reduced incoming damage for $160058d.\n\nThis effect can only occur once every $s3 sec.
2705	Pet - Exotic Pterrordax	3	3	Pterrordax	290	Cunning	true	Hunter Pet Exotic Marker (DND)	93273	false	0	none	
2705	Pet - Exotic Pterrordax	3	3	Pterrordax	290	Cunning	true	Updraft	160007	true	0	db2-template	Your pet beats its powerful wings, slowing the fall speed of both itself and the hunter for $d.
2706	Pet - Toad	3	3	Hopper	291	Tenacity	false	Smack	49966	true	3	db2-template	Smack the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
2706	Pet - Toad	3	3	Hopper	291	Tenacity	false	Swarm of Flies	279336	true	90	db2-template	A swarm of flies surrounds the Toad, distracting enemies, increasing dodge chance by $s1% for $d.
2707	Pet - Exotic Carapid	3	3	Carapid	292	Tenacity	true	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
2707	Pet - Exotic Carapid	3	3	Carapid	292	Tenacity	true	Calcified Carapace	279254	false	0	db2-template	Reduces physical damage taken by $<reduction>.
2707	Pet - Exotic Carapid	3	3	Carapid	292	Tenacity	true	Bulwark	279410	true	60	db2-template	The Carapid assumes a defensive posture, reducing damage taken by $s1% for $d.
2707	Pet - Exotic Carapid	3	3	Carapid	292	Tenacity	true	Hunter Pet Exotic Marker (DND)	93273	false	0	none	
2719	Pet - Blood Beast	3	3	Blood Beast	296	Tenacity	false	Bite	17253	true	3	db2-template	Bite the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
2719	Pet - Blood Beast	3	3	Blood Beast	296	Tenacity	false	Blood Bolt	288962	true	10	db2-template	The blood beast belches blood at the target, reducing movement speed by $s1% for $d.
2805	Pet - Mammoth	3	3	Mammoth	300	Tenacity	false	Smack	49966	true	3	db2-template	Smack the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
2805	Pet - Mammoth	3	3	Mammoth	300	Tenacity	false	Trample	341118	true	10	db2-template	The Mammoth tramples the target, slowing movement by $s1% for $d.
2806	Pet - Courser	3	3	Courser	299	Ferocity	false	Smack	49966	true	3	db2-template	Smack the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
2806	Pet - Courser	3	3	Courser	299	Ferocity	false	Fleethoof	341117	true	90	db2-template	The Courser gallops quickly, increasing dodge chance by $s1% for $d.
2807	Pet - Camel	3	3	Camel	298	Cunning	false	Smack	49966	true	3	db2-template	Smack the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
2807	Pet - Camel	3	3	Camel	298	Cunning	false	Hardy	341115	false	0	db2-template	When falling below $s2% health, the Camel will shrug off attacks, granting $160058s1% reduced incoming damage for $160058d.\n\nThis effect can only occur once every $s3 sec.
2850	Pet - Lesser Dragonkin	3	3	Lesser Dragonkin	303	Ferocity	false	Claw	16827	true	3	db2-template	Claw the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
2850	Pet - Lesser Dragonkin	3	3	Lesser Dragonkin	303	Ferocity	false	Shimmering Scales	392622	true	90	db2-template	The Lesser Dragonkin's scales shimmer, reducing magic damage taken by $s1% for $d.
2961	Pet - Exotic Whiptail	3	3	Whiptail	315	Ferocity	true	Claw	16827	true	3	db2-template	Claw the enemy, causing ${$<damage>} damage. Deals $62762s2% more damage and costs $62762s1% more Focus when your pet has $62762s3 or more Focus.
2961	Pet - Exotic Whiptail	3	3	Whiptail	315	Ferocity	true	Hunter Pet Exotic Marker (DND)	93273	false	0	none	
2961	Pet - Exotic Whiptail	3	3	Whiptail	315	Ferocity	true	Shadow Jump	1247078	true	40	db2-template+redirect	The Whiptail steps through the shadows and pounces on their prey, teleporting behind them. Reduces the target's movement by $s2% for $d.
2961	Pet - Exotic Whiptail	3	3	Whiptail	315	Ferocity	true	Serrated Strike	1247058	true	6	db2-template	The Whiptail strikes out with magic laden tails, applying Mortal Wounds.\n\n|Tinterface\\icons\\ability_criticalstrike.blp:24|t |cFFFFFFFFMortal Wounds|r\nGrievously wounds the target, reducing the effectiveness of any healing received for $115804d.
2961	Pet - Exotic Whiptail	3	3	Whiptail	315	Ferocity	true	Prowl	24450	true	10	db2-template	Puts your pet in stealth mode, but slows its movement speed by $s2%. The first attack from stealth receives a $s3% bonus to damage.  Lasts until cancelled.
