class	class_id	spec	spec_id	tree	hero_tree	node_id	node_type	entry_id	talent	spell_id	max_ranks	req_points	row	col	choice_group	prereq_node_ids	serial_order	choice_index
paladin	2	holy	65	class		92220	PASSIVE	114292	Greater Judgment	231644	1		4	6		81510,81598	114	0
paladin	2	holy	65	class		103855	CHOICE	128250	Wrench Evil	460720	1		4	7	103855	93010	191	0
paladin	2	holy	65	class		103855	CHOICE	128249	Stand Against Evil	469317	1		4	7	103855	93010	191	1
paladin	2	holy	65	class		103860	PASSIVE	128256	Holy Reprieve	469445	1		5	1		103858,81613	196	0
paladin	2	holy	65	class		81605	PASSIVE	102592	Cavalier	230332	1		5	3		81632	96	0
paladin	2	holy	65	class		103857	PASSIVE	128253	Divine Spurs	469409	1		5	4		81632	193	0
paladin	2	holy	65	class		81631	CHOICE	102624	Steed of Liberty	469304	1		5	5	81631	81632	111	0
paladin	2	holy	65	class		81631	CHOICE	128251	Blessing of Freedom	1044	1		5	5	81631	81632	111	1
paladin	2	holy	65	class		110092	PASSIVE	136593	Armory of Light	1277443	1		5	7		103855,92220	231	0
paladin	2	holy	65	class		81630	PASSIVE	102622	Obduracy	385427	2	8	6	2		81605,103860	110	0
paladin	2	holy	65	class		81496	CHOICE	102465	Divine Toll	375576	1	8	6	4	81496	81631,81605	25	0
paladin	2	holy	65	class		81496	CHOICE	133480	Holy Prism	114165	1	8	6	4	81496	81631,81605	25	1
paladin	2	holy	65	class		93520	CHOICE	115872	Echoing Blessings	387801	1	8	6	5	93520	81631	141	0
paladin	2	holy	65	class		93520	CHOICE	131438	Unbound Freedom	305394	1	8	6	5	93520	81631	141	1
paladin	2	holy	65	class		93009	PASSIVE	115034	Sanctified Plates	402964	2	8	6	6		110092,81631,92220	123	0
paladin	2	holy	65	class		93168	PASSIVE	115447	Divine Reach	469476	1	8	7	1		103860,81630	129	0
paladin	2	holy	65	class		109998	PASSIVE	136486	Brought to Light	1265549	1	8	7	2		81630	226	0
paladin	2	holy	65	class		81614	ACTIVE	102602	Blessing of Sacrifice	6940	1	8	7	3		81605,81496,81630	102	0
paladin	2	holy	65	class		93180	CHOICE	115466	Divine Resonance	386738	1	8	7	4	93180	81496	132	0
paladin	2	holy	65	class		93180	CHOICE	115465	Quickened Invocation	379391	1	8	7	4	93180	81496	132	1
paladin	2	holy	65	class		81616	ACTIVE	102604	Blessing of Protection	1022	1	8	7	5		93520,81496,93009	104	0
paladin	2	holy	65	class		109997	PASSIVE	136485	Fear No Evil	1265541	1	8	7	6		93009	225	0
paladin	2	holy	65	class		81543	PASSIVE	102518	Consecrated Ground	204054	1	8	7	7		93009	51	0
paladin	2	holy	65	class		81609	PASSIVE	102597	Holy Aegis	385515	1	8	8	2		93168,81614,109998	99	0
paladin	2	holy	65	class		81607	CHOICE	102595	Sacrifice of the Just	384820	1	8	8	3	81607	81614	97	0
paladin	2	holy	65	class		81607	CHOICE	102594	Recompense	384914	1	8	8	3	81607	81614	97	1
paladin	2	holy	65	class		93191	CHOICE	115489	Sacred Strength	469337	1	8	8	4	93191	81614,81616	138	0
paladin	2	holy	65	class		93191	CHOICE	128246	Divine Purpose	223817	1	8	8	4	93191	81614,81616	138	1
paladin	2	holy	65	class		81617	PASSIVE	102606	Improved Blessing of Protection	384909	1	8	8	5		81616	105	0
paladin	2	holy	65	class		81615	PASSIVE	102603	Unbreakable Spirit	114154	1	8	8	6		81543,81616,109997	103	0
paladin	2	holy	65	class		103852	PASSIVE	128242	Lightforged Blessing	406468	1	23	9	1		93168,81609	188	0
paladin	2	holy	65	class		103853	PASSIVE	128245	Lightforged Blessing	406468	1	23	9	1		93168,81609	189	0
paladin	2	holy	65	class		103867	PASSIVE	128263	Lead the Charge	469780	1	23	9	2		81609,81607	203	0
paladin	2	holy	65	class		103865	CHOICE	128261	Worthy Sacrifice	469279	1	23	9	3	103865	81607	201	0
paladin	2	holy	65	class		103865	CHOICE	128248	Righteous Protection	469321	1	23	9	3	103865	81607	201	1
paladin	2	holy	65	class		103866	PASSIVE	128262	Holy Ritual	199422	1	23	9	4		81607,93191	202	0
paladin	2	holy	65	class		103868	PASSIVE	128264	Blessed Calling	469770	1	23	9	5		81617,93191	204	0
paladin	2	holy	65	class		103864	PASSIVE	128260	Inspired Guard	469439	1	23	9	6		81617,81615	200	0
paladin	2	holy	65	class		81608	PASSIVE	102596	Light's Revocation	146956	1	23	9	7		81615,81543	98	0
paladin	2	holy	65	class		81495	PASSIVE	102464	Faith's Armor	406101	1	23	10	1		103852,103853,103867	24	0
paladin	2	holy	65	class		103862	PASSIVE	128258	Stoicism	469316	1	23	10	2		103867	198	0
paladin	2	holy	65	class		81621	PASSIVE	102612	Seal of Might	385450	2	23	10	3		103866,103865,103867	107	0
paladin	2	holy	65	class		103851	PASSIVE	128241	Vengeful Wrath	1241958	2	23	10	5		103866,103864,103868	187	0
paladin	2	holy	65	class		81628	PASSIVE	102620	Eye for an Eye	469309	1	23	10	6		103864	108	0
paladin	2	holy	65	class		103856	CHOICE	128252	Golden Path	377128	1	23	10	7	103856	103864,81608	192	0
paladin	2	holy	65	class		103856	CHOICE	128309	Selfless Healer	469434	1	23	10	7	103856	103864,81608	192	1
paladin	2	holy	65	class		93357	PASSIVE	115673	Blessing of Dawn	183416	1	23	11	2		81495,81621,103862	140	0
paladin	2	holy	65	class		103861	PASSIVE	128257	Lightbearer	469416	1	23	11	4		103851,81621	197	0
paladin	2	holy	65	class		103863	PASSIVE	128259	Blessing of Dusk	1241945	1	23	11	6		103851,103856,81628	199	0
paladin	2	holy	65	spec		81555	ACTIVE	102534	Holy Shock	20473	1		2	18			56	0
paladin	2	holy	65	spec		81569	PASSIVE	102550	Infusion of Light	53576	1		3	17		81555	68	0
paladin	2	holy	65	spec		81565	ACTIVE	102545	Light of Dawn	85222	1		3	19		81555	64	0
paladin	2	holy	65	spec		93927	PASSIVE	116376	Light's Conviction	414073	1		4	16		81569	145	0
paladin	2	holy	65	spec		81567	ACTIVE	102548	Aura Mastery	31821	1		4	18		81565,81569	66	0
paladin	2	holy	65	spec		81568	PASSIVE	102549	Beacon of the Lightbringer	197446	1		4	20		81565	67	0
paladin	2	holy	65	spec		81590	PASSIVE	102575	Extrication	461278	1		5	15		93927	85	0
paladin	2	holy	65	spec		108099	PASSIVE	133479	Ringing of the Heavens	1241542	1		5	17		81567	207	0
paladin	2	holy	65	spec		81575	PASSIVE	102558	Unending Light	1271221	1		5	19		81567	73	0
paladin	2	holy	65	spec		81564	PASSIVE	102544	Awestruck	417855	1		5	21		81568	63	0
paladin	2	holy	65	spec		81571	CHOICE	102553	Moment of Compassion	387786	1	8	6	14	81571	81590	70	0
paladin	2	holy	65	spec		81571	CHOICE	102552	Resplendent Light	392902	1	8	6	14	81571	81590	70	1
paladin	2	holy	65	spec		81570	PASSIVE	102551	Divine Favor	1270916	1	8	6	16		108099,93927	69	0
paladin	2	holy	65	spec		81566	CHOICE	102547	Unwavering Spirit	392911	1	8	6	18	81566	81567	65	0
paladin	2	holy	65	spec		81566	CHOICE	102546	Protection of Tyr	200430	1	8	6	18	81566	81567	65	1
paladin	2	holy	65	spec		81557	PASSIVE	102536	Imbued Infusions	392961	1	8	6	20		81568,81575	58	0
paladin	2	holy	65	spec		81561	PASSIVE	102540	Light of the Martyr	447985	1	8	6	22		81564	61	0
paladin	2	holy	65	spec		93523	PASSIVE	115875	Righteous Judgment	414113	1	8	7	15		81571,81590,81570	144	0
paladin	2	holy	65	spec		81574	PASSIVE	102557	Saved by the Light	157047	1	8	7	17		81566,81570,108099	72	0
paladin	2	holy	65	spec		93522	PASSIVE	115874	Light's Protection	461243	1	8	7	19		81557,81566	143	0
paladin	2	holy	65	spec		81556	PASSIVE	102535	Overflowing Light	461244	1	8	7	20		81557	57	0
paladin	2	holy	65	spec		81562	PASSIVE	102541	Shining Righteousness	414443	1	8	7	21		81557,81564	62	0
paladin	2	holy	65	spec		102502	CHOICE	126571	Liberation	461287	1	8	8	14	102502	93523,81571	184	0
paladin	2	holy	65	spec		102502	CHOICE	136574	Crusader's Might	196926	1	8	8	14	102502	93523,81571	184	1
paladin	2	holy	65	spec		81573	PASSIVE	102556	Tirion's Devotion	414720	1	8	8	15		93523	71	0
paladin	2	holy	65	spec		81580	PASSIVE	102564	Commanding Light	387781	1	8	8	16		81574,93523,81570	77	0
paladin	2	holy	65	spec		81576	PASSIVE	102559	Glistening Radiance	1241805	1	8	8	17		81574	74	0
paladin	2	holy	65	spec		81583	PASSIVE	102567	Breaking Dawn	387879	2	8	8	18		81574,93522	79	0
paladin	2	holy	65	spec		81578	PASSIVE	102562	Divine Revelations	387808	1	8	8	19		93522	75	0
paladin	2	holy	65	spec		81585	PASSIVE	102570	Divine Glimpse	387805	1	8	8	20		81556,93522,81562	81	0
paladin	2	holy	65	spec		81560	PASSIVE	102539	Bestow Light	448040	1	8	8	22		81561	60	0
paladin	2	holy	65	spec		81554	CHOICE	102533	Beacon of Faith	156910	1	20	9	15	81554	81580,102502,81573	55	0
paladin	2	holy	65	spec		81554	CHOICE	102532	Beacon of Virtue	200025	1	20	9	15	81554	81580,102502,81573	55	1
paladin	2	holy	65	spec		103831	PASSIVE	102576	Empyrean Legacy	1241358	1	20	9	16		81580	185	0
paladin	2	holy	65	spec		81581	PASSIVE	102565	Veneration	392938	1	20	9	17		81576,81580,81583	78	0
paladin	2	holy	65	spec		81584	CHOICE	102569	Avenging Wrath	31884	1	20	9	19	81584	81583,81585,81578	80	0
paladin	2	holy	65	spec		81584	CHOICE		Avenging Crusader	216331	1	20	9	19	81584	81583,81585,81578	80	1
paladin	2	holy	65	spec		81558	PASSIVE	102537	Reclamation	415364	1	20	9	21		81560,81585	59	0
paladin	2	holy	65	spec		81579	PASSIVE	102563	Pillars of Light	1232616	1	20	10	14		81554	76	0
paladin	2	holy	65	spec		81594	PASSIVE	102580	Seek Deliverance	1271016	1	20	10	16		103831,81554,81581	89	0
paladin	2	holy	65	spec		81592	CHOICE	102578	Sanctified Wrath	53376	1	20	10	18	81592	81584	87	0
paladin	2	holy	65	spec		81592	CHOICE	116205	Awakening	414195	1	20	10	18	81592	81584	87	1
paladin	2	holy	65	spec		81587	PASSIVE	102572	Call of the Righteous	1241511	2	20	10	20		81584	82	0
paladin	2	holy	65	spec		108034	PASSIVE	133407	Truth Prevails	461273	1	20	10	21		81558	206	0
paladin	2	holy	65	spec		81589	PASSIVE	102574	Divine Overload	1271077	1	20	10	22		81560,81558	84	0
paladin	2	holy	65	spec		81595	PASSIVE	102581	Rising Sunlight	1277651	1	20	11	15		81554	90	0
paladin	2	holy	65	spec		93521	PASSIVE	115873	Glorious Dawn	461246	1	20	11	17		81594,81592	142	0
paladin	2	holy	65	spec		81593	PASSIVE	102579	Seraphic Barrier	1241714	1	20	11	18		81592	88	0
paladin	2	holy	65	spec		81588	CHOICE	102573	Tyr's Deliverance	1241275	1	20	11	19	81588	81592,81587,81584	83	0
paladin	2	holy	65	spec		81588	CHOICE	133501	Hand of Divinity	1242008	1	20	11	19	81588	81592,81587,81584	83	1
paladin	2	holy	65	spec		81591	PASSIVE	102577	Inflorescence of the Sunwell	392907	1	20	11	21		81589,108034,81587	86	0
paladin	2	holy	65	spec		110417	ACTIVE	137019	Beacon of the Savior	1244878	1	20	12	18			234	0
paladin	2	holy	65	hero	Herald of the Sun	95099	PASSIVE	117696	Dawnlight	431377	1		2	11			155	0
paladin	2	holy	65	hero	Herald of the Sun	95073	CHOICE	117670	Morning Star	431482	1		3	9	95073	95099	149	0
paladin	2	holy	65	hero	Herald of the Sun	95073	CHOICE	117778	Gleaming Rays	431480	1		3	9	95073	95099	149	1
paladin	2	holy	65	hero	Herald of the Sun	95095	ACTIVE	117692	Eternal Flame	156322	1		3	10		95099	153	0
paladin	2	holy	65	hero	Herald of the Sun	95080	PASSIVE	117677	Luminosity	431402	1		3	11		95099	150	0
paladin	2	holy	65	hero	Herald of the Sun	109748	PASSIVE	136006	Endless Gleam	1263787	1		3	12		95099	221	0
paladin	2	holy	65	hero	Herald of the Sun	95098	CHOICE	117695	Illumine	431423	1		4	9	95098	95073	154	0
paladin	2	holy	65	hero	Herald of the Sun	95098	CHOICE	117777	Will of the Dawn	431406	1		4	9	95098	95073	154	1
paladin	2	holy	65	hero	Herald of the Sun	95071	CHOICE	117668	Blessing of An'she	445200	1		4	10	95071	95095	147	0
paladin	2	holy	65	hero	Herald of the Sun	95071	CHOICE	117779	Lingering Radiance	431407	1		4	10	95071	95095	147	1
paladin	2	holy	65	hero	Herald of the Sun	95072	PASSIVE	117669	Sun Sear	431413	1		4	11		95080	148	0
paladin	2	holy	65	hero	Herald of the Sun	109750	PASSIVE	136008	Solar Grace	431404	1		4	12		109748	223	0
paladin	2	holy	65	hero	Herald of the Sun	95069	PASSIVE	117666	Aurora	439760	1		5	9		95098	146	0
paladin	2	holy	65	hero	Herald of the Sun	95094	PASSIVE	117691	Walk Into Light	1263782	1		5	10		95071	152	0
paladin	2	holy	65	hero	Herald of the Sun	95086	PASSIVE	117683	Second Sunrise	431474	1		5	11		95072	151	0
paladin	2	holy	65	hero	Herald of the Sun	109749	PASSIVE	136007	Born in Sunlight	1263920	1		5	12		109750	222	0
paladin	2	holy	65	hero	Herald of the Sun	95105	PASSIVE	117702	Sun's Avatar	431425	1		6	11		95086,95094,95069,109749	156	0
paladin	2	holy	65	hero	Lightsmith	95234	ACTIVE	117882	Holy Bulwark	432459	1		7	11			174	0
paladin	2	holy	65	hero	Lightsmith	110257	ACTIVE		Holy Armaments	432459	1		7	11			233	0
paladin	2	holy	65	hero	Lightsmith	95233	CHOICE	117881	Rite of Sanctification	433568	1		8	9	95233	95234,110257	173	0
paladin	2	holy	65	hero	Lightsmith	95233	CHOICE	117880	Rite of Adjuration	433583	1		8	9	95233	95234,110257	173	1
paladin	2	holy	65	hero	Lightsmith	95228	PASSIVE	117873	Solidarity	432802	1		8	10		95234,110257	168	0
paladin	2	holy	65	hero	Lightsmith	95235	CHOICE	117884	Divine Guidance	433106	1		8	11	95235	95234,110257	175	0
paladin	2	holy	65	hero	Lightsmith	95235	CHOICE	117883	Blessed Assurance	433015	1		8	11	95235	95234,110257	175	1
paladin	2	holy	65	hero	Lightsmith	109742	PASSIVE	136000	Masterwork	1271387	1		8	12		95234,110257	215	0
paladin	2	holy	65	hero	Lightsmith	95236	PASSIVE	117885	Laying Down Arms	432866	1		9	9		95233	176	0
paladin	2	holy	65	hero	Lightsmith	95231	CHOICE	117877	Divine Inspiration	432964	1		9	10	95231	95228	171	0
paladin	2	holy	65	hero	Lightsmith	95231	CHOICE	117876	Forewarning	432804	1		9	10	95231	95228	171	1
paladin	2	holy	65	hero	Lightsmith	95232	CHOICE	117879	Authoritative Rebuke	469886	1		9	11	95232	95235	172	0
paladin	2	holy	65	hero	Lightsmith	95232	CHOICE	117878	Tempered in Battle	469701	1		9	11	95232	95235	172	1
paladin	2	holy	65	hero	Lightsmith	109743	PASSIVE	136001	Hammer and Anvil	433718	1		9	12		109742	216	0
paladin	2	holy	65	hero	Lightsmith	95237	PASSIVE	117886	Shared Resolve	432821	1		10	9		95236	177	0
paladin	2	holy	65	hero	Lightsmith	95229	PASSIVE	117874	Valiance	432919	1		10	10		95231	169	0
paladin	2	holy	65	hero	Lightsmith	95238	PASSIVE	117887	Reflection of Radiance	1271466	1		10	11		95232	178	0
paladin	2	holy	65	hero	Lightsmith	109744	PASSIVE	136002	Resounding Strike	1271553	1		10	12		109743	217	0
paladin	2	holy	65	hero	Lightsmith	95230	PASSIVE	117875	Blessing of the Forge	433011	1		11	11		95238,95229,95237,109744	170	0
paladin	2	protection	66	class		81597	ACTIVE	102583	Lay on Hands	633	1		2	2			91	0
paladin	2	protection	66	class		81600	ACTIVE	102587	Auras of the Resolute	385633	1		2	4			93	0
paladin	2	protection	66	class		81510	PASSIVE	133481	Hammer of Wrath	1241288	1		2	6			38	0
paladin	2	protection	66	class		81507	ACTIVE	102476	Cleanse Toxins	213644	1		3	1		81597	36	0
paladin	2	protection	66	class		103859	PASSIVE	128255	Empyreal Ward	387791	1		3	2		81597	195	0
paladin	2	protection	66	class		109999	PASSIVE	136487	Fist of Justice	234299	1		3	3		81600,81597	227	0
paladin	2	protection	66	class		81598	ACTIVE	102584	Blinding Light	115750	1		3	5		81510,81600	92	0
paladin	2	protection	66	class		93010	ACTIVE	102623	Turn Evil	10326	1		3	7		81510	124	0
paladin	2	protection	66	class		103858	PASSIVE	128254	A Just Reward	469411	2		4	1		81507	194	0
paladin	2	protection	66	class		93188	PASSIVE	115480	Afterimage	385414	1		4	2		81507,109999,103859	135	0
paladin	2	protection	66	class		110012	PASSIVE	136503	Guided Prayer	404357	1		4	3		109999	229	0
paladin	2	protection	66	class		81632	ACTIVE	102625	Divine Steed	190784	1		4	4		81598,81600,109999	112	0
paladin	2	protection	66	class		103854	PASSIVE	128247	Light's Countenance	469325	1		4	5		81598	190	0
paladin	2	protection	66	class		81603	PASSIVE	102590	Greater Judgment	231663	1		4	6		81510,81598	94	0
paladin	2	protection	66	class		103855	CHOICE	128250	Wrench Evil	460720	1		4	7	103855	93010	191	0
paladin	2	protection	66	class		103855	CHOICE	128249	Stand Against Evil	469317	1		4	7	103855	93010	191	1
paladin	2	protection	66	class		103860	PASSIVE	128256	Holy Reprieve	469445	1		5	1		93188,103858	196	0
paladin	2	protection	66	class		81605	PASSIVE	102592	Cavalier	230332	1		5	3		81632	96	0
paladin	2	protection	66	class		103857	PASSIVE	128253	Divine Spurs	469409	1		5	4		81632	193	0
paladin	2	protection	66	class		81631	CHOICE	102624	Steed of Liberty	469304	1		5	5	81631	81632	111	0
paladin	2	protection	66	class		81631	CHOICE	128251	Blessing of Freedom	1044	1		5	5	81631	81632	111	1
paladin	2	protection	66	class		81604	ACTIVE	102591	Rebuke	96231	1		5	7		81603,103855	95	0
paladin	2	protection	66	class		81630	PASSIVE	102622	Obduracy	385427	2	8	6	2		81605,103860,93188	110	0
paladin	2	protection	66	class		110006	ACTIVE	136496	Divine Toll	375576	1	8	6	4		81631,81605	228	0
paladin	2	protection	66	class		93187	PASSIVE	115479	Unbound Freedom	305394	1	8	6	5		81631	134	0
paladin	2	protection	66	class		93009	PASSIVE	115034	Sanctified Plates	402964	2	8	6	6		81604,81631,81603	123	0
paladin	2	protection	66	class		93165	PASSIVE	115444	Punishment	403530	1	8	6	7		81604	128	0
paladin	2	protection	66	class		93168	PASSIVE	115447	Divine Reach	469476	1	8	7	1		103860,81630	129	0
paladin	2	protection	66	class		109998	PASSIVE	136486	Brought to Light	1265549	1	8	7	2		81630	226	0
paladin	2	protection	66	class		81614	ACTIVE	102602	Blessing of Sacrifice	6940	1	8	7	3		81605,81630,110006	102	0
paladin	2	protection	66	class		81479	CHOICE	102443	Divine Resonance	386738	1	8	7	4	81479	110006	9	0
paladin	2	protection	66	class		81479	CHOICE	115168	Quickened Invocation	379391	1	8	7	4	81479	110006	9	1
paladin	2	protection	66	class		81616	ACTIVE	102604	Blessing of Protection	1022	1	8	7	5		93187,93009,110006	104	0
paladin	2	protection	66	class		109997	PASSIVE	136485	Fear No Evil	1265541	1	8	7	6		93009	225	0
paladin	2	protection	66	class		81543	PASSIVE	102518	Consecrated Ground	204054	1	8	7	7		93165,93009	51	0
paladin	2	protection	66	class		81609	PASSIVE	102597	Holy Aegis	385515	1	8	8	2		93168,81614,109998	99	0
paladin	2	protection	66	class		81607	CHOICE	102595	Sacrifice of the Just	384820	1	8	8	3	81607	81614	97	0
paladin	2	protection	66	class		81607	CHOICE	102594	Recompense	384914	1	8	8	3	81607	81614	97	1
paladin	2	protection	66	class		93192	CHOICE	115490	Sacred Strength	469337	1	8	8	4	93192	81614,81616	139	0
paladin	2	protection	66	class		93192	CHOICE	128244	Divine Purpose	223817	1	8	8	4	93192	81614,81616	139	1
paladin	2	protection	66	class		81617	PASSIVE	102606	Improved Blessing of Protection	384909	1	8	8	5		81616	105	0
paladin	2	protection	66	class		81615	PASSIVE	102603	Unbreakable Spirit	114154	1	8	8	6		81543,81616,109997	103	0
paladin	2	protection	66	class		103850	PASSIVE	128240	Lightforged Blessing	406468	1	23	9	1		81609,93168	186	0
paladin	2	protection	66	class		103853	PASSIVE	128245	Lightforged Blessing	406468	1	23	9	1		93168,81609	189	0
paladin	2	protection	66	class		103867	PASSIVE	128263	Lead the Charge	469780	1	23	9	2		81609,81607	203	0
paladin	2	protection	66	class		103865	CHOICE	128261	Worthy Sacrifice	469279	1	23	9	3	103865	81607	201	0
paladin	2	protection	66	class		103865	CHOICE	128248	Righteous Protection	469321	1	23	9	3	103865	81607	201	1
paladin	2	protection	66	class		103866	PASSIVE	128262	Holy Ritual	199422	1	23	9	4		93192,81607	202	0
paladin	2	protection	66	class		103868	PASSIVE	128264	Blessed Calling	469770	1	23	9	5		81617,93192	204	0
paladin	2	protection	66	class		103864	PASSIVE	128260	Inspired Guard	469439	1	23	9	6		81617,81615	200	0
paladin	2	protection	66	class		81608	PASSIVE	102596	Light's Revocation	146956	1	23	9	7		81615,81543	98	0
paladin	2	protection	66	class		81495	PASSIVE	102464	Faith's Armor	406101	1	23	10	1		103850,103853,103867	24	0
paladin	2	protection	66	class		103862	PASSIVE	128258	Stoicism	469316	1	23	10	2		103867	198	0
paladin	2	protection	66	class		81621	PASSIVE	102612	Seal of Might	385450	2	23	10	3		103866,103865,103867	107	0
paladin	2	protection	66	class		103851	PASSIVE	128241	Vengeful Wrath	1241958	2	23	10	5		103866,103864,103868	187	0
paladin	2	protection	66	class		81628	PASSIVE	102620	Eye for an Eye	469309	1	23	10	6		103864	108	0
paladin	2	protection	66	class		103856	CHOICE	128252	Golden Path	377128	1	23	10	7	103856	103864,81608	192	0
paladin	2	protection	66	class		103856	CHOICE	128309	Selfless Healer	469434	1	23	10	7	103856	103864,81608	192	1
paladin	2	protection	66	class		93357	PASSIVE	115673	Blessing of Dawn	183416	1	23	11	2		81495,81621,103862	140	0
paladin	2	protection	66	class		103861	PASSIVE	128257	Lightbearer	469416	1	23	11	4		103851,81621	197	0
paladin	2	protection	66	class		103863	PASSIVE	128259	Blessing of Dusk	1241945	1	23	11	6		103851,103856,81628	199	0
paladin	2	protection	66	spec		81502	ACTIVE	102471	Avenger's Shield	31935	1		2	18			31	0
paladin	2	protection	66	spec		81489	PASSIVE	102455	Shining Light	321136	1		3	17		81502	18	0
paladin	2	protection	66	spec		81469	CHOICE	102431	Hammer of the Righteous	53595	1		3	19	81469	81502	0	0
paladin	2	protection	66	spec		81469	CHOICE	102430	Blessed Hammer	204019	1		3	19	81469	81502	0	1
paladin	2	protection	66	spec		81494	CHOICE	102463	Imbued Shield	1276945	1		4	16	81494	81489	23	0
paladin	2	protection	66	spec		81494	CHOICE	102462	Redoubt	280373	1		4	16	81494	81489	23	1
paladin	2	protection	66	spec		81487	PASSIVE	102453	Grand Crusader	85043	1		4	18		81469,81489	16	0
paladin	2	protection	66	spec		81498	PASSIVE	102467	Seal of Charity	384815	1		4	20		81469	27	0
paladin	2	protection	66	spec		81486	PASSIVE	102452	Refining Fire	469883	1		5	16		81494	15	0
paladin	2	protection	66	spec		81476	PASSIVE	102439	Valiant Crusade	1245979	1		5	17		81487,81494	7	0
paladin	2	protection	66	spec		81481	ACTIVE	102445	Ardent Defender	31850	1		5	18		81487	10	0
paladin	2	protection	66	spec		81501	PASSIVE	102470	Searing Sunlight	1244070	1		5	19		81487,81498	30	0
paladin	2	protection	66	spec		101927	PASSIVE	102451	Solace	1245891	1		5	20		81498	182	0
paladin	2	protection	66	spec		81492	PASSIVE	102459	Undying Embers	1244019	1	8	6	15		81486	21	0
paladin	2	protection	66	spec		81499	PASSIVE	102468	Bulwark of Order	209389	1	8	6	17		81476,81481,81486	28	0
paladin	2	protection	66	spec		90062	CHOICE	111887	Improved Ardent Defender	393114	1	8	6	18	90062	81481	113	0
paladin	2	protection	66	spec		90062	CHOICE	111886	Blessing of Spellwarding	204018	1	8	6	18	90062	81481	113	1
paladin	2	protection	66	spec		81503	CHOICE	102472	Light of the Titans	378405	1	8	6	19	81503	81501,81481,101927	32	0
paladin	2	protection	66	spec		81503	CHOICE	125873	Tirion's Devotion	392928	1	8	6	19	81503	81501,81481,101927	32	1
paladin	2	protection	66	spec		81470	PASSIVE	102432	Vision of Sanctity	1245354	1	8	6	21		101927	1	0
paladin	2	protection	66	spec		81474	PASSIVE	102437	Tyr's Enforcer	378285	2	8	7	16		81499,81492,81486	5	0
paladin	2	protection	66	spec		81506	PASSIVE	102475	Relentless Inquisitor	383388	1	8	7	17		81499	35	0
paladin	2	protection	66	spec		81483	CHOICE	102448	Avenging Wrath	31884	1	8	7	18	81483	81503,81499,90062	12	0
paladin	2	protection	66	spec		81483	CHOICE	102447	Sentinel	389539	1	8	7	18	81483	81503,81499,90062	12	1
paladin	2	protection	66	spec		81612	PASSIVE	102600	Crusader's Judgment	204023	1	8	7	19		81503	100	0
paladin	2	protection	66	spec		81485	PASSIVE	102450	Consecration in Flame	379022	2	8	7	20		81503,81470,101927	14	0
paladin	2	protection	66	spec		101928	PASSIVE	102434	Soaring Shield	378457	1	8	8	15		81474,81492	183	0
paladin	2	protection	66	spec		81629	PASSIVE	102621	Seal of Reprisal	377053	1	8	8	17		81474,81506,81483	109	0
paladin	2	protection	66	spec		81490	ACTIVE	102456	Guardian of Ancient Kings	86659	1	8	8	18		81483	19	0
paladin	2	protection	66	spec		81475	PASSIVE	102438	Hand of the Protector	315924	1	8	8	19		81485,81612,81483	6	0
paladin	2	protection	66	spec		81473	PASSIVE	102436	Sanctuary	379021	1	8	8	21		81470,81485	4	0
paladin	2	protection	66	spec		81472	PASSIVE	102435	Focused Enmity	378845	1	20	9	16		81474,81629,101928	3	0
paladin	2	protection	66	spec		81484	PASSIVE	102449	Gift of the Golden Val'kyr	378279	1	20	9	17		81490	13	0
paladin	2	protection	66	spec		103877	PASSIVE	128278	Sanctified Wrath	53376	1	20	9	19		81490	205	0
paladin	2	protection	66	spec		81500	PASSIVE	102469	Uther's Counsel	378425	1	20	9	20		81485,81473,81475	29	0
paladin	2	protection	66	spec		81493	CHOICE	102461	Strength in Adversity	393071	1	20	10	15	81493	81472,101928	22	0
paladin	2	protection	66	spec		81493	CHOICE	102460	Crusader's Resolve	380188	1	20	10	15	81493	81472,101928	22	1
paladin	2	protection	66	spec		81482	PASSIVE	102446	Ferren Marcus's Fervor	378762	2	20	10	16		81472,81484	11	0
paladin	2	protection	66	spec		81497	PASSIVE	102466	Empyrean Authority	1246481	1	20	10	18		81484,81490,103877	26	0
paladin	2	protection	66	spec		81471	PASSIVE	102433	Zealot's Paragon	391142	2	20	10	20		81500,103877	2	0
paladin	2	protection	66	spec		81488	PASSIVE	102454	Instrument of the Divine	1277162	1	20	10	21		81473,81500	17	0
paladin	2	protection	66	spec		81505	CHOICE	102474	Sweeping Verdict	1246488	1	20	11	15	81505	81482,81493	34	0
paladin	2	protection	66	spec		81505	CHOICE	136732	Adjudication	1277005	1	20	11	15	81505	81482,81493	34	1
paladin	2	protection	66	spec		81491	PASSIVE	102457	Bulwark of Righteous Fury	386653	1	20	11	17		81482,81497,81484	20	0
paladin	2	protection	66	spec		81504	PASSIVE	102473	Final Stand	204077	1	20	11	19		81497,81471,103877	33	0
paladin	2	protection	66	spec		81477	PASSIVE	102440	Righteous Protector	204074	1	20	11	21		81488,81471	8	0
paladin	2	protection	66	spec		110418	ACTIVE	137022	Glory of the Vanguard	1267203	1	20	12	18			235	0
paladin	2	protection	66	hero	Lightsmith	95234	ACTIVE	117882	Holy Bulwark	432459	1		7	11			174	0
paladin	2	protection	66	hero	Lightsmith	110257	ACTIVE		Holy Armaments	432459	1		7	11			233	0
